DATE,OPEN,CLOSE,CHOICES,INDIC1,ACCOUNT,POSITION
2004-08-19,100,100.34,null,-1,100000,0
2004-08-20,101.01,108.31,null,-1,100000,0
2004-08-23,110.75,109.4,null,-1,100000,0
2004-08-24,111.24,104.87,null,-1,100000,0
2004-08-25,104.96,106,null,-1,100000,0
2004-08-26,104.95,107.91,null,-1,100000,0
2004-08-27,108.1,106.15,null,-1,100000,0
2004-08-30,105.28,102.01,null,-1,100000,0
2004-08-31,102.3,102.37,null,-1,100000,0
2004-09-01,102.7,100.25,null,-1,100000,0
2004-09-02,99.19,101.51,null,-1,100000,0
2004-09-03,100.95,100.01,null,-1,100000,0
2004-09-07,101.01,101.58,null,-1,100000,0
2004-09-08,100.74,102.3,null,-1,100000,0
2004-09-09,102.53,102.31,null,46.07363962202678,100000,0
2004-09-10,101.6,105.33,null,50.826369545032556,100000,0
2004-09-13,106.63,107.5,null,40.956118444523796,100000,0
2004-09-14,107.45,111.49,null,42.942942942943,100000,0
2004-09-15,110.56,112,null,51.29619415333707,100000,0
2004-09-16,112.34,113.97,null,52.0759837177748,100000,0
2004-09-17,114.42,117.49,null,52.21861471861476,100000,0
2004-09-20,116.95,119.36,null,53.433423578636486,100000,0
2004-09-21,119.81,117.84,null,58.588584536499795,100000,0
2004-09-22,117.4,118.38,null,59.581193204267066,100000,0
2004-09-23,118.84,120.82,null,66.27155172413792,100000,0
2004-09-24,120.94,119.83,null,65.6452563347083,100000,0
2004-09-27,119.56,118.26,null,63.78471228170626,100000,0
2004-09-28,121.3,126.86,null,68.31162324649299,100000,0
2004-09-29,126.7,131.08,short,70.40243331773516,100000,0
2004-09-30,129.9,129.6,short,70.04189944134073,199893.1,-769
2004-10-01,130.8,132.58,null,68.61741038771027,199893.1,-769
2004-10-04,135.25,135.06,short,73.68278843555792,95885.85,0
2004-10-05,134.66,138.37,short,73.4460196292257,191763.77000000002,-712
2004-10-06,137.55,137.08,short,76.09668755595342,191763.77000000002,-712
2004-10-07,136.92,138.85,short,76.30878438331852,191763.77000000002,-712
2004-10-08,138.72,137.73,short,75.85697258641237,191763.77000000002,-712
2004-10-11,137,135.26,short,74.21136726774705,191763.77000000002,-712
2004-10-12,134.44,137.4,short,76.95504344540984,191763.77000000002,-712
2004-10-13,143.32,140.9,short,74.94538732986052,191763.77000000002,-712
2004-10-14,141.01,142,short,74.08308708499915,191763.77000000002,-712
2004-10-15,144.93,144.11,short,74.74242623525804,191763.77000000002,-712
2004-10-18,143.2,149.16,short,77.49360613810744,191763.77000000002,-712
2004-10-19,150.5,147.94,short,72.33351380617219,191763.77000000002,-712
2004-10-20,148.03,140.49,null,60.41836141778043,191763.77000000002,-712
2004-10-21,144.4,149.38,null,60.38093304915598,88950.97000000002,0
2004-10-22,170.54,172.43,null,60.49853273518406,88950.97000000002,0
2004-10-25,176.4,187.4,null,63.872658766996175,88950.97000000002,0
2004-10-26,186.34,181.8,null,61.696604713944595,88950.97000000002,0
2004-10-27,182.72,185.97,null,58.321536905965665,88950.97000000002,0
2004-10-28,186.68,193.3,null,61.51530004901622,88950.97000000002,0
2004-10-29,198.89,190.64,null,54.17154837516192,88950.97000000002,0
2004-11-01,193.55,196.03,null,50.589347620548416,88950.97000000002,0
2004-11-02,198.78,194.87,null,51.98497532516837,88950.97000000002,0
2004-11-03,198.18,191.67,null,48.79507904656529,88950.97000000002,0
2004-11-04,188.44,184.7,null,52.195552990821064,88950.97000000002,0
2004-11-05,181.98,169.35,null,45.42372881355933,88950.97000000002,0
2004-11-08,170.93,172.55,null,42.278581861638564,88950.97000000002,0
2004-11-09,174.1,168.7,null,40.928080210810464,88950.97000000002,0
2004-11-10,170.67,167.86,null,43.227831989817574,88950.97000000002,0
2004-11-11,169.13,183.02,null,49.35430639032294,88950.97000000002,0
2004-11-12,185.23,182,null,53.32540481200258,88950.97000000002,0
2004-11-15,180.45,184.87,null,48.69267900241355,88950.97000000002,0
2004-11-16,177.5,172.54,null,48.487883036250786,88950.97000000002,0
2004-11-17,169.02,172.5,null,48.66523626565542,88950.97000000002,0
2004-11-18,170.29,167.54,null,48.86288572237428,88950.97000000002,0
2004-11-19,169.1,169.4,null,46.095629216779145,88950.97000000002,0
2004-11-22,164.47,165.1,null,44.28138265615529,88950.97000000002,0
2004-11-23,167.97,167.52,null,46.22104063805549,88950.97000000002,0
2004-11-24,174.82,174.76,null,50.33085194375522,88950.97000000002,0
2004-11-26,175.8,179.39,null,49.71188288428597,88950.97000000002,0
2004-11-29,180.36,181.05,null,56.02035680331082,88950.97000000002,0
2004-11-30,180.71,181.98,null,55.71698060083906,88950.97000000002,0
2004-12-01,181.95,179.96,null,60.3525572600568,88950.97000000002,0
2004-12-02,179.9,179.4,null,63.957208881419504,88950.97000000002,0
2004-12-03,179.95,180.4,null,48.2097246087401,88950.97000000002,0
2004-12-06,179.13,176.29,null,48.918524103482405,88950.97000000002,0
2004-12-07,176,171.43,null,39.6344945745288,88950.97000000002,0
2004-12-08,170.35,169.98,null,46.789145457609955,88950.97000000002,0
2004-12-09,170.25,173.43,null,46.06184862463695,88950.97000000002,0
2004-12-10,173.43,171.65,null,47.91469194312798,88950.97000000002,0
2004-12-13,172.17,170.45,null,50.75012933264354,88950.97000000002,0
2004-12-14,171,178.69,null,63.92572944297083,88950.97000000002,0
2004-12-15,177.99,179.78,null,60.66073387784955,88950.97000000002,0
2004-12-16,176.95,176.47,null,59.94458498976027,88950.97000000002,0
2004-12-17,176.76,180.08,null,59.59411836189095,88950.97000000002,0
2004-12-20,182,185.02,null,62.43079356709736,88950.97000000002,0
2004-12-21,186.31,183.75,null,63.444601500489384,88950.97000000002,0
2004-12-22,183.9,186.3,null,62.75579809004098,88950.97000000002,0
2004-12-23,187.45,187.9,null,57.67383433089494,88950.97000000002,0
2004-12-27,189.15,191.91,null,60.05996583342055,88950.97000000002,0
2004-12-28,192.11,192.76,null,59.46327683615824,88950.97000000002,0
2004-12-29,191.78,192.9,null,65.62189054726372,88950.97000000002,0
2004-12-30,192.97,197.6,null,63.29217267068073,88950.97000000002,0
2004-12-31,199.23,192.79,null,51.738241308793484,88950.97000000002,0
2005-01-03,197.4,202.71,null,51.82984047544577,88950.97000000002,0
2005-01-04,201.4,194.5,null,42.38664705506174,88950.97000000002,0
2005-01-05,193.45,193.51,null,36.15619020622212,88950.97000000002,0
2005-01-06,195.08,188.55,null,34.10986482599945,88950.97000000002,0
2005-01-07,190.64,193.85,null,30.390746226548195,88950.97000000002,0
2005-01-10,194.5,195.06,buy,28.152936722867715,88950.97000000002,0
2005-01-11,195.62,193.54,null,30.141085934159886,139.4900000000198,454
2005-01-12,194.33,195.38,buy,26.888720666161973,88365.31000000003,0
2005-01-13,195.38,195.33,null,31.03448275862067,53.550000000032014,452
2005-01-14,196,199.97,null,34.640522875816956,88645.55000000003,0
2005-01-18,200.97,203.9,null,34.80515631945471,88645.55000000003,0
2005-01-19,204.65,197.3,null,34.15837882300158,88645.55000000003,0
2005-01-20,192.5,193.92,null,34.45246780317129,88645.55000000003,0
2005-01-21,194.54,188.28,null,31.26311979732175,88645.55000000003,0
2005-01-24,188.69,180.72,null,30.36630809252619,88645.55000000003,0
2005-01-25,181.94,177.12,buy,26.44495642592406,88645.55000000003,0
2005-01-26,179.27,189.24,null,36.639031332595394,86.17000000002736,494
2005-01-27,188.76,188.08,null,42.495288006252025,93333.61000000003,0
2005-01-28,190.02,190.34,null,41.24066483944783,93333.61000000003,0
2005-01-31,193.69,195.62,null,39.88629640110104,93333.61000000003,0
2005-02-01,194.38,191.9,null,43.77645418831582,93333.61000000003,0
2005-02-02,215.55,205.96,null,38.6294507067454,93333.61000000003,0
2005-02-03,205.99,210.86,null,42.55568581477144,93333.61000000003,0
2005-02-04,206.47,204.36,null,41.30867709815082,93333.61000000003,0
2005-02-07,205.26,196.03,null,38.9110707803993,93333.61000000003,0
2005-02-08,196.96,198.64,null,37.49303621169916,93333.61000000003,0
2005-02-09,200.76,191.58,null,36.66242963501,93333.61000000003,0
2005-02-10,191.97,187.98,null,40.000000000000014,93333.61000000003,0
2005-02-11,186.66,187.4,null,36.89718212191895,93333.61000000003,0
2005-02-14,182.85,192.99,null,44.60658943884464,93333.61000000003,0
2005-02-15,193.6,195.23,null,42.34875444839862,93333.61000000003,0
2005-02-16,194.7,198.41,null,37.01027006466342,93333.61000000003,0
2005-02-17,197.83,197.9,null,31.378189094547306,93333.61000000003,0
2005-02-18,198.51,197.95,null,36.851501562134736,93333.61000000003,0
2005-02-22,196.5,191.37,null,38.17722153736866,93333.61000000003,0
2005-02-23,193.3,193.95,null,34.06110823407561,93333.61000000003,0
2005-02-24,183.37,188.89,null,39.03916027452563,93333.61000000003,0
2005-02-25,189.15,185.87,null,38.68412618469849,93333.61000000003,0
2005-02-28,186,187.99,null,35.70403771264603,93333.61000000003,0
2005-03-01,189.29,186.06,null,40.710446365973354,93333.61000000003,0
2005-03-02,185.95,185.18,null,45.00749467483634,93333.61000000003,0
2005-03-03,186.13,187.01,null,49.89166830805595,93333.61000000003,0
2005-03-04,186.7,185.9,null,55.083179297597106,93333.61000000003,0
2005-03-07,187.78,188.81,null,55.36466774716375,93333.61000000003,0
2005-03-08,189.1,185.2,null,43.39259971167707,93333.61000000003,0
2005-03-09,184.21,181.35,null,43.534635181328795,93333.61000000003,0
2005-03-10,181.01,179.98,null,41.36524340494962,93333.61000000003,0
2005-03-11,180.44,177.8,null,45.421741091565146,93333.61000000003,0
2005-03-14,178.33,174.99,null,42.741935483870925,93333.61000000003,0
2005-03-15,175.3,178.61,null,47.87690839694654,93333.61000000003,0
2005-03-16,176.7,175.6,null,52.59243957859949,93333.61000000003,0
2005-03-17,177.13,179.29,null,44.95082753657957,93333.61000000003,0
2005-03-18,178.81,180.04,null,44.70059038515607,93333.61000000003,0
2005-03-21,179.27,180.88,null,43.79999999999998,93333.61000000003,0
2005-03-22,181.18,178.6,null,44.62882096069864,93333.61000000003,0
2005-03-23,177.97,178.98,null,41.28866216278313,93333.61000000003,0
2005-03-24,180.7,179.25,null,44.07381121362662,93333.61000000003,0
2005-03-28,181.68,181.42,null,44.75998270145585,93333.61000000003,0
2005-03-29,181.05,179.57,null,47.45417515274934,93333.61000000003,0
2005-03-30,180.64,180.45,null,52.40371099240918,93333.61000000003,0
2005-03-31,177.95,180.51,null,55.879586077140054,93333.61000000003,0
2005-04-01,181.76,180.04,null,54.696132596684976,93333.61000000003,0
2005-04-04,179.95,185.29,null,61.886792452830086,93333.61000000003,0
2005-04-05,187.73,188.57,null,64.28353503508582,93333.61000000003,0
2005-04-06,189.24,189.22,null,65.7015590200444,93333.61000000003,0
2005-04-07,188.78,193.76,null,69.15527514896583,93333.61000000003,0
2005-04-08,193.69,192.05,null,68.2528891910264,93333.61000000003,0
2005-04-11,193.09,193.23,null,66.8492039346921,93333.61000000003,0
2005-04-12,193,193.96,null,65.9514633892302,93333.61000000003,0
2005-04-13,193.47,192.93,short,71.25014065488911,93333.61000000003,0
2005-04-14,193.27,191.45,short,70.90909090909082,186489.75000000003,-482
2005-04-15,190.1,185,null,63.514285714285634,186489.75000000003,-482
2005-04-18,184.58,186.97,null,61.12319644839061,97522.19000000002,0
2005-04-19,189.33,191.4,null,60.465949820788495,97522.19000000002,0
2005-04-20,198.58,198.1,null,59.843916282369555,97522.19000000002,0
2005-04-21,200.42,204.22,null,61.332194705379955,97522.19000000002,0
2005-04-22,222.9,215.81,null,51.82566026843694,97522.19000000002,0
2005-04-25,217.82,223.53,null,52.27167113494186,97522.19000000002,0
2005-04-26,220.22,218.75,null,55.78742348358369,97522.19000000002,0
2005-04-27,217.99,219.78,null,51.30201342281874,97522.19000000002,0
2005-04-28,219.5,219.45,null,51.43968574806447,97522.19000000002,0
2005-04-29,221.91,220,null,51.07156380159024,97522.19000000002,0
2005-05-02,222.05,222.29,null,51.219328048320044,97522.19000000002,0
2005-05-03,221.85,226.19,null,55.73748030417201,97522.19000000002,0
2005-05-04,227.23,228.5,null,51.342361606082136,97522.19000000002,0
2005-05-05,228.62,226.98,null,51.59452914492302,97522.19000000002,0
2005-05-06,228.4,228.02,null,59.22170457659624,97522.19000000002,0
2005-05-09,228,226.02,null,59.42185809244082,97522.19000000002,0
2005-05-10,225.47,227.8,null,59.74543781628582,97522.19000000002,0
2005-05-11,228.97,231.29,null,56.77928263134394,97522.19000000002,0
2005-05-12,230.81,228.72,null,55.32716025665653,97522.19000000002,0
2005-05-13,229.18,229.24,null,62.40497581202486,97522.19000000002,0
2005-05-16,229.68,231.05,null,55.772357723577215,97522.19000000002,0
2005-05-17,230.56,233.13,null,57.429931253305085,97522.19000000002,0
2005-05-18,233.61,239.16,null,62.41245136186765,97522.19000000002,0
2005-05-19,240.34,239.18,null,59.33708197691623,97522.19000000002,0
2005-05-20,241.21,241.61,null,58.512160228898416,97522.19000000002,0
2005-05-23,243.16,255.45,null,69.14893617021276,97522.19000000002,0
2005-05-24,256.96,256,null,69.57381099444106,97522.19000000002,0
2005-05-25,252.73,260.81,short,73.95579993655498,97522.19000000002,0
2005-05-26,260.96,259.2,short,73.67533972400727,194860.27000000002,-373
2005-05-27,260.46,266,short,71.8135082432194,194860.27000000002,-373
2005-05-31,269.43,277.27,short,74.65163855328684,194860.27000000002,-373
2005-06-01,283.2,288,short,75.58282208588966,194860.27000000002,-373
2005-06-02,288.73,287.9,short,78.09983896940416,194860.27000000002,-373
2005-06-03,286.79,280.26,null,68.32910679064517,194860.27000000002,-373
2005-06-06,282.39,290.94,short,71.71259594815648,89528.80000000002,0
2005-06-07,297.1,293.12,short,70.89866156787757,178955.90000000002,-301
2005-06-08,292.85,279.56,null,61.950519660343936,178955.90000000002,-301
2005-06-09,284.72,286.31,null,60.105647968375514,93255.18000000002,0
2005-06-10,286.99,282.5,null,57.42959806133526,93255.18000000002,0
2005-06-13,279.82,282.75,null,58.65337791773521,93255.18000000002,0
2005-06-14,278.59,278.35,null,58.353115727002944,93255.18000000002,0
2005-06-15,275,274.8,null,58.93459204315573,93255.18000000002,0
2005-06-16,274.26,277.44,null,55.68043988032665,93255.18000000002,0
2005-06-17,279,280.3,null,51.40056310240651,93255.18000000002,0
2005-06-20,276.09,286.7,null,54.704259883542704,93255.18000000002,0
2005-06-21,288.07,287.84,null,55.83956290633401,93255.18000000002,0
2005-06-22,289.67,289.3,null,58.34254143646404,93255.18000000002,0
2005-06-23,288,289.71,null,53.787111441240654,93255.18000000002,0
2005-06-24,290.9,297.25,null,58.15937973115567,93255.18000000002,0
2005-06-27,298.9,304.1,null,55.78074619990792,93255.18000000002,0
2005-06-28,306.28,302,null,55.458073224228194,93255.18000000002,0
2005-06-29,302.5,292.72,null,59.48398438509877,93255.18000000002,0
2005-06-30,294.34,294.15,null,64.37869822485223,93255.18000000002,0
2005-07-01,295.04,291.25,null,65.20062532569062,93255.18000000002,0
2005-07-05,292.1,295.71,null,65.68697975542094,93255.18000000002,0
2005-07-06,297.3,291.52,null,59.735526377272116,93255.18000000002,0
2005-07-07,289.39,295.54,null,57.72618094475583,93255.18000000002,0
2005-07-08,296.25,296.23,null,62.02610316967065,93255.18000000002,0
2005-07-11,296.4,293.35,null,64.72701610316295,93255.18000000002,0
2005-07-12,293.39,291.78,null,61.27229172211879,93255.18000000002,0
2005-07-13,292.51,298.86,null,60.41138155639366,93255.18000000002,0
2005-07-14,305.34,300.89,null,57.210570742159696,93255.18000000002,0
2005-07-15,301.24,301.19,null,62.6358695652175,93255.18000000002,0
2005-07-18,300,299.54,null,63.65512559402591,93255.18000000002,0
2005-07-19,302.1,309.9,null,66.27441098651884,93255.18000000002,0
