DATE,OPEN,CLOSE,CHOICES,INDIC1,ACCOUNT,POSITION
2005-07-20,305.57,312,null,67.52726463387494,93255.18000000002,0
2005-07-21,314.05,313.94,short,75.67028307769047,93255.18000000002,0
2005-07-22,306.37,302.4,short,72.26390377515776,186391.66000000003,-304
2005-07-25,302.39,295.85,null,69.97232472324724,186391.66000000003,-304
2005-07-26,295.01,296.09,null,68.11168258633361,96708.62000000004,0
2005-07-27,297.74,296.93,short,72.52575303168608,96708.62000000004,0
2005-07-28,297.41,293.5,short,70.45360458927198,193366.87000000005,-325
2005-07-29,292.14,287.76,null,66.99848152522354,193366.87000000005,-325
2005-08-01,288.12,291.61,null,65.67437002219607,99727.87000000005,0
2005-08-02,291.6,299.19,null,66.55373356823415,99727.87000000005,0
2005-08-03,298,297.3,null,67.52814738996923,99727.87000000005,0
2005-08-04,295.55,297.73,null,67.18664262757696,99727.87000000005,0
2005-08-05,297.5,292.35,null,62.212382957102385,99727.87000000005,0
2005-08-08,293.6,291.25,null,60.55104203461668,99727.87000000005,0
2005-08-09,291.96,291.57,null,59.47029348604149,99727.87000000005,0
2005-08-10,291.3,285.68,null,53.751789000204404,99727.87000000005,0
2005-08-11,285.89,284.05,null,52.51348292163258,99727.87000000005,0
2005-08-12,283.36,289.72,null,56.64249555342731,99727.87000000005,0
2005-08-15,289.8,284,null,57.22183828610918,99727.87000000005,0
2005-08-16,284.88,285.65,null,56.85208420465635,99727.87000000005,0
2005-08-17,285.51,285.1,null,57.170895836254054,99727.87000000005,0
2005-08-18,275.91,279.99,null,57.94458915462945,99727.87000000005,0
2005-08-19,280.99,280,null,61.2209156867651,99727.87000000005,0
2005-08-22,281.24,274.01,null,57.92379900607398,99727.87000000005,0
2005-08-23,276.16,279.58,null,52.44929797191883,99727.87000000005,0
2005-08-24,277.57,282.57,null,52.348187855028364,99727.87000000005,0
2005-08-25,282.55,282.59,null,49.76806949481309,99727.87000000005,0
2005-08-26,283.48,283.58,null,47.84463199927382,99727.87000000005,0
2005-08-29,282.24,288.45,null,50.50263815606764,99727.87000000005,0
2005-08-30,287.39,287.27,null,50.807397887914036,99727.87000000005,0
2005-08-31,288.23,286,null,54.97249259415982,99727.87000000005,0
2005-09-01,285.91,286.25,null,51.11672169353251,99727.87000000005,0
2005-09-02,286.51,288.45,null,46.526449968132304,99727.87000000005,0
2005-09-06,289,287.11,null,53.14888969785197,99727.87000000005,0
2005-09-07,285.89,294.87,null,60.93291510674882,99727.87000000005,0
2005-09-08,294.83,295.39,null,55.17179348803722,99727.87000000005,0
2005-09-09,297.28,299.09,null,53.26331582895705,99727.87000000005,0
2005-09-12,301.75,309.74,null,53.567879880763854,99727.87000000005,0
2005-09-13,309,311.68,null,69.73050151704433,99727.87000000005,0
2005-09-14,308.73,303,null,56.526737225987915,99727.87000000005,0
2005-09-15,299.52,302.62,null,55.176359995095325,99727.87000000005,0
2005-09-16,304.02,300.2,null,55.00081579376729,99727.87000000005,0
2005-09-19,301,303.79,null,56.89277899343544,99727.87000000005,0
2005-09-20,306.15,307.91,null,53.67041827649929,99727.87000000005,0
2005-09-21,308.41,311.9,null,48.52634101256291,99727.87000000005,0
2005-09-22,311.5,311.37,null,52.6930082146973,99727.87000000005,0
2005-09-23,313,315.36,null,54.07239002562167,99727.87000000005,0
2005-09-26,319.5,314.28,null,51.403762662807566,99727.87000000005,0
2005-09-27,314.95,313.94,null,52.74725274725278,99727.87000000005,0
2005-09-28,314.22,306,null,42.30493345022716,99727.87000000005,0
2005-09-29,306.68,309.62,null,44.413729555401986,99727.87000000005,0
2005-09-30,314.22,316.46,null,44.77839652147376,99727.87000000005,0
2005-10-03,313.63,318.68,null,42.18512898330801,99727.87000000005,0
2005-10-04,319.95,311,null,38.562971561230405,99727.87000000005,0
2005-10-05,312.69,310.71,null,41.449781659388634,99727.87000000005,0
2005-10-06,314.14,312.75,null,43.42243738160385,99727.87000000005,0
2005-10-07,314.79,312.99,null,45.10028966497236,99727.87000000005,0
2005-10-10,313.31,310.65,null,46.04267033723322,99727.87000000005,0
2005-10-11,310.61,306.1,null,47.2732617962662,99727.87000000005,0
2005-10-12,305.2,300.97,null,46.334771989695135,99727.87000000005,0
2005-10-13,302,297.44,null,43.7415116389248,99727.87000000005,0
2005-10-14,299.9,296.14,null,45.86929716399497,99727.87000000005,0
2005-10-17,297.5,305,null,53.09683918216216,99727.87000000005,0
2005-10-18,304.96,303.28,null,52.71223546582335,99727.87000000005,0
2005-10-19,304,308.7,null,55.80990296093552,99727.87000000005,0
2005-10-20,309.99,303.2,null,55.88457628444067,99727.87000000005,0
2005-10-21,345.8,339.9,null,58.86869721013564,99727.87000000005,0
2005-10-24,343.37,348.65,null,59.18902903580794,99727.87000000005,0
2005-10-25,345.78,346.91,null,56.58880442294401,99727.87000000005,0
2005-10-26,346.28,355.44,null,59.83624218918338,99727.87000000005,0
2005-10-27,356.6,353.06,null,58.48162577656101,99727.87000000005,0
2005-10-28,355.27,358.17,null,55.006875112094235,99727.87000000005,0
2005-10-31,360.24,372.14,null,58.18057572392588,99727.87000000005,0
2005-11-01,371.86,379.38,null,58.99782941562483,99727.87000000005,0
2005-11-02,381.7,379.68,null,60.80675649896812,99727.87000000005,0
2005-11-03,382.41,385.95,null,60.14691863399311,99727.87000000005,0
2005-11-04,389.98,390.43,null,57.568660847349285,99727.87000000005,0
2005-11-07,395.1,395.03,null,60.825280752154455,99727.87000000005,0
2005-11-08,394.25,389.9,null,57.80232053111606,99727.87000000005,0
2005-11-09,386.67,379.15,null,54.829056632004054,99727.87000000005,0
2005-11-10,378.36,391.1,null,60.87828800713315,99727.87000000005,0
2005-11-11,395.12,390.4,null,62.10346787947683,99727.87000000005,0
2005-11-14,392.12,396.97,null,61.91727605118817,99727.87000000005,0
2005-11-15,394.38,392.8,null,66.11014203837516,99727.87000000005,0
2005-11-16,396.2,398.15,null,62.76522929500328,99727.87000000005,0
2005-11-17,401.8,403.45,null,60.98343818205146,99727.87000000005,0
2005-11-18,403.49,400.21,null,62.37512986494028,99727.87000000005,0
2005-11-21,399.17,409.36,null,61.45328011462473,99727.87000000005,0
2005-11-22,408.65,416.47,null,61.61826148986025,99727.87000000005,0
2005-11-23,417.04,422.86,null,60.290318612375266,99727.87000000005,0
2005-11-25,425.78,428.62,null,59.945402655416174,99727.87000000005,0
2005-11-28,429.82,423.48,null,60.05018820577157,99727.87000000005,0
2005-11-29,424.46,403.54,null,46.22878432454811,99727.87000000005,0
2005-11-30,404.26,404.91,null,42.164276401564585,99727.87000000005,0
2005-12-01,409.2,414.09,null,42.02077431539194,99727.87000000005,0
2005-12-02,416.94,417.7,null,35.986099044309356,99727.87000000005,0
2005-12-05,417,405.85,null,32.36949046577063,99727.87000000005,0
2005-12-06,408.7,404.54,null,33.95070324467353,99727.87000000005,0
2005-12-07,406.16,404.22,null,33.78134959124297,99727.87000000005,0
2005-12-08,405.3,410.65,null,35.79776991625997,99727.87000000005,0
2005-12-09,415,409.2,null,38.487144168962416,99727.87000000005,0
2005-12-12,414.63,412.61,null,39.051945026787884,99727.87000000005,0
2005-12-13,412.5,417.49,null,35.64137252490478,99727.87000000005,0
2005-12-14,417.04,418.96,null,31.27811155980173,99727.87000000005,0
2005-12-15,419.11,422.55,buy,29.34584486599611,99727.87000000005,0
2005-12-16,425.34,430.15,null,30.95281291748446,198.31000000005588,234
2005-12-19,432.2,424.6,null,30.446632813640726,101333.11000000006,0
2005-12-20,427.86,429.74,null,36.92644314305942,101333.11000000006,0
2005-12-21,433.55,426.33,null,38.08304229724482,101333.11000000006,0
2005-12-22,431.77,432.04,null,33.93781310810251,101333.11000000006,0
2005-12-23,432.15,430.93,null,38.6483317343567,101333.11000000006,0
2005-12-27,431.86,424.64,null,41.05630293971101,101333.11000000006,0
2005-12-28,424.34,426.69,null,39.858388543587644,101333.11000000006,0
2005-12-29,427.98,420.15,null,35.99671018813609,101333.11000000006,0
2005-12-30,417.27,414.86,null,35.223506225924964,101333.11000000006,0
2006-01-03,422.52,435.23,null,44.364170337738685,101333.11000000006,0
2006-01-04,443.9,445.24,null,40.15007146260131,101333.11000000006,0
2006-01-05,446,451.24,null,40.32775204845037,101333.11000000006,0
2006-01-06,456.87,465.66,null,44.82872200263514,101333.11000000006,0
2006-01-09,466.41,466.9,null,42.98195847044146,101333.11000000006,0
2006-01-10,464.42,469.76,null,43.322806226032085,101333.11000000006,0
2006-01-11,471.27,471.63,null,42.806668874903416,101333.11000000006,0
2006-01-12,473.72,463.63,null,40.594222833562604,101333.11000000006,0
2006-01-13,464.31,466.25,null,40.29262218532741,101333.11000000006,0
2006-01-17,463.06,467.11,null,42.54618072890665,101333.11000000006,0
2006-01-18,447.3,444.91,null,41.57478778417406,101333.11000000006,0
2006-01-19,451.17,436.45,null,36.26691633330496,101333.11000000006,0
2006-01-20,438.7,399.46,buy,25.927357032457508,101333.11000000006,0
2006-01-23,407.38,427.5,null,30.482633279483046,302.87000000005355,248
2006-01-24,436.03,443.03,buy,26.94230077172218,108438.31000000004,0
2006-01-25,451.26,433,buy,24.39862542955326,135.91000000004715,240
2006-01-26,439.54,434.27,buy,28.324083171787425,135.91000000004715,240
2006-01-27,435,433.49,null,31.505798010238912,135.91000000004715,240
2006-01-30,429.23,426.82,null,32.35799635663777,103151.11000000006,0
2006-01-31,430.57,432.66,null,33.23750799955303,103151.11000000006,0
2006-02-01,389.03,401.78,null,37.029443044523866,103151.11000000006,0
2006-02-02,403.82,396.04,null,41.432644949451316,103151.11000000006,0
2006-02-03,393.62,381.55,null,40.96539940196498,103151.11000000006,0
2006-02-06,385.31,385.1,null,46.97774147437209,103151.11000000006,0
2006-02-07,382.99,367.92,null,49.2446227381359,103151.11000000006,0
2006-02-08,368.48,369.08,null,42.20965982346523,103151.11000000006,0
2006-02-09,371.2,358.77,null,42.694487636053566,103151.11000000006,0
2006-02-10,361.95,362.61,null,46.36012585812359,103151.11000000006,0
2006-02-13,346.64,345.7,null,37.8223495702006,103151.11000000006,0
2006-02-14,345.33,343.32,null,36.22121323679801,103151.11000000006,0
2006-02-15,341.27,342.38,null,36.57033574160651,103151.11000000006,0
2006-02-16,345.67,366.46,null,51.15319034371356,103151.11000000006,0
2006-02-17,369.86,368.75,null,51.33747635774116,103151.11000000006,0
2006-02-21,366.44,366.59,null,45.78869985297208,103151.11000000006,0
2006-02-22,367.15,365.49,null,50.37720033528919,103151.11000000006,0
2006-02-23,365.61,378.07,null,50.17534015991021,103151.11000000006,0
2006-02-24,377.3,377.4,null,47.395368810491156,103151.11000000006,0
2006-02-27,381.27,390.38,null,54.071784303623545,103151.11000000006,0
2006-02-28,393.2,362.62,null,38.15282456437968,103151.11000000006,0
2006-03-01,368.56,364.8,null,42.85092136421783,103151.11000000006,0
2006-03-02,364.28,376.45,null,48.52470671880555,103151.11000000006,0
2006-03-03,384.3,378.18,null,51.72548968364934,103151.11000000006,0
2006-03-06,380.91,368.1,null,51.98767513516655,103151.11000000006,0
2006-03-07,365.02,364.45,null,52.14470645861031,103151.11000000006,0
2006-03-08,353.93,353.88,null,52.992628060777,103151.11000000006,0
2006-03-09,355.39,343,null,54.338050522417646,103151.11000000006,0
2006-03-10,343.5,337.5,null,47.52849052646296,103151.11000000006,0
2006-03-13,340.93,337.06,null,46.62871253172369,103151.11000000006,0
2006-03-14,337.14,351.16,null,55.16049098138652,103151.11000000006,0
2006-03-15,350.77,344.5,null,53.733018973840814,103151.11000000006,0
2006-03-16,348.61,338.77,null,51.342228785401645,103151.11000000006,0
2006-03-17,338.8,339.79,null,51.962302956146,103151.11000000006,0
2006-03-20,342.34,348.19,null,49.61016972295431,103151.11000000006,0
2006-03-21,350.01,339.92,null,55.861687243431135,103151.11000000006,0
2006-03-22,339.75,340.22,null,49.625953633064306,103151.11000000006,0
2006-03-23,342.35,341.89,null,46.14068553224136,103151.11000000006,0
2006-03-24,368.62,365.8,null,47.37033373039118,103151.11000000006,0
2006-03-27,367.09,369.69,null,47.75493913390552,103151.11000000006,0
2006-03-28,371.71,377.2,null,46.007089241034286,103151.11000000006,0
